total_decreases,proportion_of_decreases,average_decrease_per_step,average_decrease_percentage_per_step,std_deviation_of_decreases,median_decrease,iqr_decrease,number_of_large_decreases,proportion_of_large_decreases,number_of_retries,item_name
9,0.036,22353587.75,0.06758525350034426,46345593.15363427,1786590.6000000238,13467895.300000027,1,0.125,5,perf_branch_misses
9,0.06164383561643835,5043495.666666752,0.029129915261571115,5318375.029059869,2063987.8333335072,7282304.583332986,3,0.375,3,energy
6,0.045112781954887216,4811798.7,0.028587554301971733,5098571.036029035,1999999.75,7014305.0,2,0.4,4,energy
13,0.04452054794520548,925970132.0833334,0.052068616721018535,2121556341.1219862,121911767.5,470127466.25,2,0.16666666666666666,1,perf_instructions
7,0.019230769230769232,378173344.6666667,0.021260733477528673,627580594.5357195,909995.5,422448632.875,1,0.16666666666666666,2,perf_instructions
8,0.03571428571428571,323697890.9285714,0.01820046263965045,595007931.6457249,612140.75,280708545.125,2,0.2857142857142857,4,perf_instructions
9,0.033210332103321034,284399963.70833325,0.015991005715713862,565926440.5661027,2100455.3333330154,144768369.16666794,2,0.25,3,perf_instructions
9,0.06428571428571428,283710421.7000003,0.01595218013121926,565167953.3876187,980299.4000015259,147713139.5000019,2,0.25,5,perf_instructions
14,0.024475524475524476,134015847.92307693,0.05078476144823771,312936505.49148333,299623.0,81334489.0,3,0.23076923076923078,1,perf_branches
17,0.045454545454545456,101956172.3125,0.03863607122040205,298841365.18991876,261108.25,16357393.625,2,0.125,2,perf_branches
6,0.03488372093023256,68248407.35,0.025860414769584346,100475207.69840422,85639.25,82287092.25,1,0.2,4,perf_branches
8,0.05063291139240506,48791052.28571428,0.018485360035825203,90378786.72299442,146199.0,40925083.29999995,2,0.2857142857142857,5,perf_branches
6,0.005494505494505495,1480213.1593999998,0.1779341195674591,1876064.9754685566,898404.7299999999,1409887.1829999995,1,0.2,1,weights
7,0.016129032258064516,2849044.314,0.14906812677330022,4495751.345712806,308034.73300000036,2616453.822125,1,0.16666666666666666,2,weights
4,0.00954653937947494,8655317.253889,0.29254102241379654,11992427.361625193,242880.90966700017,12753456.672667,1,0.3333333333333333,3,weights
5,0.03289473684210526,1347191.2871875002,0.1409133690604679,974447.609819625,1259291.5653749998,1639158.3740624995,1,0.25,4,weights
7,0.012658227848101266,94861544.0,0.020820005953546872,157179499.53696465,555720.5,105719132.75,1,0.16666666666666666,1,perf_L1_dcache_loads
8,0.018779342723004695,81289152.5,0.017842203262143985,149026729.32317626,631997.5,69943665.5,2,0.2857142857142857,2,perf_L1_dcache_loads
9,0.05357142857142857,71168725.95833337,0.015624767825001124,141640221.91904634,293254.0,36751726.66666627,2,0.25,3,perf_L1_dcache_loads
9,0.041666666666666664,71002368.34375,0.01558438641766784,142011516.01708508,272812.125,35363220.6875,2,0.25,4,perf_L1_dcache_loads
6,0.039735099337748346,113682716.11999997,0.024952242135866456,165753910.83423308,664835.7999997139,140355314.0,1,0.2,5,perf_L1_dcache_loads
7,0.0170316301703163,173.58333333333334,0.02621114886120549,117.58593193443207,243.75,191.5,1,0.16666666666666666,2,perf_faults
6,0.012371134020618556,3897363.0,0.02292764673350821,1987855.5891141589,3769107.0,2930347.0,1,0.2,1,energy
